usager_id,age,niveau_diplome,anciennete_poste_ans,code_rome_vise,code_insee_commune,est_allocataire,nationalite_hors_ue,synthese_entretien,classe_retour_emploi
ID_1266,37.0,Bac+2,0.3,M1802,11203,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_1761,32.0,Sans diplôme,0.9,K1403,2B149,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0435,62.0,Bac,1.1,K2101,80830,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1625,27.0,Bac+2,5.3,J1301,33400,,1,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1359,36.0,Sans diplôme,6.6,N4301,71228,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_2193,18.0,Bac+5,0.1,W1401,62300,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_0997,52.0,Bac+2,2.6,K1903,73253,0.0,1,"Candidat très dynamique, mobilité nationale validée. Projet clair.",2
ID_2074,21.0,Bac+5,2.4,J1301,38225,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0420,34.0,Bac+2,3.3,M1802,38256,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0126,54.0,Bac+2,2.2,C1110,58040,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1403,54.0,Bac,3.4,N1303,46157,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0185,50.0,Bac+2,7.7,N1301,70136,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1791,50.0,Sans diplôme,6.0,G1302,52423,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_1917,29.0,Bac,2.0,N4101,55251,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1476,35.0,Sans diplôme,0.4,W1401,71410,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0209,19.0,Bac,0.5,G1203,59292,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2485,24.0,Bac+5,1.3,K1304,05009,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0008,40.0,Bac+5,18.3,N1303,54007,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_1571,57.0,Bac+2,2.1,N4101,32382,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1077,21.0,Bac+5,2.6,M1805,01054,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_1508,41.0,Bac+2,3.0,M1705,76502,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1954,22.0,Bac,7.6,K1201,2B315,0.0,1,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_1050,56.0,Bac+5,1.7,D1406,02576,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_2263,55.0,Bac,4.6,G1801,30209,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_1920,35.0,Sans diplôme,0.2,M1203,45059,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1589,34.0,Bac+2,1.6,K2106,27654,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0029,44.0,Bac,1.2,M1602,58220,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1947,23.0,Sans diplôme,0.5,K1201,10165,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1002,25.0,Bac,1.5,I1304,59387,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_2372,60.0,Bac,0.4,K1304,02616,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_2262,43.0,Sans diplôme,0.2,G1302,65320,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_2324,37.0,Bac,0.2,D1503,01030,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0847,53.0,Bac+2,1.7,N4301,52219,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_2030,46.0,Bac+2,5.6,H1504,45086,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0041,35.0,,4.9,A1301,61442,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0673,41.0,Sans diplôme,4.0,M1607,80764,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0010,28.0,,1.3,N4301,33090,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0242,50.0,Bac+2,0.9,C1201,27190,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0761,47.0,Bac+5,1.7,K1304,80601,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0069,53.0,Bac+2,0.1,M1805,33492,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_0566,22.0,Bac+5,4.4,D1502,57453,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1864,40.0,Bac,7.7,G1801,61404,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1722,46.0,,4.7,A1203,57076,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0415,33.0,Bac+5,5.3,K2111,39162,0.0,1,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_2095,32.0,Bac,5.2,N1303,81139,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1315,42.0,,1.0,K1304,24263,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1202,18.0,Bac+5,1.0,F1603,02500,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_2156,39.0,Bac+5,0.2,D1401,88010,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1540,52.0,Bac+5,22.0,I1304,59224,1.0,1,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0143,49.0,Bac,2.3,C1102,64029,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_2039,27.0,Bac,1.7,M1805,25187,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1849,24.0,Bac,5.7,K2101,11418,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_2481,55.0,Sans diplôme,4.9,A1501,51334,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",2
ID_2144,38.0,Bac+2,4.2,M1806,16263,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_2116,19.0,Sans diplôme,1.8,D1401,63263,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1285,34.0,Sans diplôme,4.8,G1302,09025,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1316,55.0,Bac+2,8.0,K1304,34305,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0556,58.0,Bac+5,5.2,K2111,25618,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0284,42.0,Bac,0.9,K1903,62542,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0539,49.0,Bac,7.1,I1304,02124,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1419,24.0,Sans diplôme,5.4,G1602,25502,0.0,1,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_1304,28.0,Bac,8.6,H1206,32433,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_2240,49.0,Bac,1.7,J1301,91001,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1336,,Bac+2,1.8,I1304,71441,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0561,45.0,Bac,5.9,K1601,31498,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0818,46.0,Bac,1.9,J1506,65010,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_1056,54.0,Bac,1.7,A1401,27522,1.0,1,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0404,61.0,Bac+2,1.9,M1607,60403,0.0,0,,2
ID_1351,52.0,Bac,3.8,H1206,71015,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1275,39.0,Bac,1.8,A1202,47289,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1504,63.0,Bac+2,0.3,G1801,08035,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_1893,29.0,Bac+5,1.3,C1102,40101,1.0,1,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0294,50.0,Bac,0.7,K1304,63282,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0201,19.0,Bac,3.9,M1501,21588,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0139,59.0,Bac,0.1,D1503,34129,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0897,25.0,Bac,6.4,D1503,33546,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0414,57.0,Bac,1.9,C1201,40275,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0386,40.0,Bac+2,0.4,A1202,80446,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0316,,Sans diplôme,0.8,D1210,78520,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_1675,34.0,Sans diplôme,3.1,K1903,38275,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_1416,49.0,Sans diplôme,2.9,C1501,77277,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0528,54.0,Bac+2,0.0,G1602,57730,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_2317,47.0,Sans diplôme,1.3,G1302,04121,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1830,51.0,Bac+2,2.4,C1201,21693,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0625,56.0,Bac,0.8,K1304,02214,1.0,1,,2
ID_1517,41.0,Sans diplôme,4.0,I1304,55008,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1433,35.0,Bac,2.0,N1303,05165,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0227,26.0,Bac+5,2.0,D1401,76014,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_2053,18.0,Bac+5,1.8,G1602,22186,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0770,56.0,Bac+2,2.5,M1203,56101,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0053,52.0,Bac+2,8.4,D1503,58224,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_2319,29.0,Bac+5,2.5,C1110,28408,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0646,62.0,Bac+5,1.5,N1101,29165,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1339,60.0,Sans diplôme,1.9,N4301,05045,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_1937,22.0,Bac,4.9,K1304,41266,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1260,28.0,Bac+2,0.9,H2502,59327,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_2022,40.0,Bac,1.3,A1501,89318,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_2348,29.0,Sans diplôme,0.4,G1601,22112,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0547,47.0,Sans diplôme,1.2,A1203,08330,1.0,1,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_1617,55.0,Bac+2,1.8,M1805,61137,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_2166,25.0,Bac+5,0.7,G1203,09267,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0732,54.0,Bac,11.4,G1601,18153,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_1812,50.0,Bac,1.6,K1304,31449,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1414,62.0,Bac,5.0,N1303,88153,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,2
ID_1345,28.0,Bac+5,10.8,G1601,19148,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1036,,Bac+5,1.9,G1601,01064,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0966,23.0,Sans diplôme,1.5,H2502,46008,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1891,50.0,Bac,4.9,K1903,16136,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0705,50.0,Bac,3.4,H1504,10408,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1559,58.0,Sans diplôme,12.0,K1304,2B303,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_2311,22.0,Bac+5,9.3,G1602,60412,,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1112,21.0,Bac+5,2.8,A1203,66090,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_2245,30.0,Sans diplôme,0.7,H2502,76442,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0871,52.0,Bac,1.0,A1301,88006,1.0,1,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_1334,43.0,Bac,5.3,H1504,50054,,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_2034,39.0,,4.3,K1403,72125,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0592,55.0,Bac+2,9.3,A1301,71013,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0418,,Bac+2,0.3,F1603,64363,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0829,18.0,Bac+2,0.8,M1705,01307,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0486,41.0,Bac+2,1.7,I1304,70550,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0347,35.0,Bac+2,3.1,K1903,51638,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_1885,20.0,Bac,0.2,A1203,36182,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_2165,52.0,Bac+5,1.5,K2106,17397,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_2277,50.0,Bac+5,19.6,F1603,64529,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2108,55.0,Bac,2.3,H1206,21179,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1492,22.0,Bac,6.6,I1304,08307,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_2322,29.0,Bac,2.5,M1801,47133,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0938,55.0,Sans diplôme,3.4,N4301,42304,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_1011,22.0,Sans diplôme,6.3,D1401,56096,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_1570,32.0,Bac+5,7.9,D1502,45160,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_2172,19.0,Bac+5,13.4,M1705,70251,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1889,,Sans diplôme,8.1,A1501,76299,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_1033,34.0,Bac+5,2.0,K1304,60227,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0231,20.0,Bac+5,2.6,A1202,01302,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0978,54.0,Sans diplôme,2.6,W1401,79090,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",2
ID_0585,28.0,Bac+2,0.5,N1101,30088,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0168,47.0,Bac+5,1.6,M1602,29003,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0655,37.0,Bac,1.1,K2111,76259,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_1254,46.0,Bac,0.8,F1603,32047,1.0,1,,1
ID_1912,51.0,Bac,0.5,K1903,34276,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0621,44.0,Bac+2,5.1,A1202,65376,1.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1352,51.0,Sans diplôme,0.9,C1201,17486,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0031,45.0,Bac+5,1.5,C1302,12290,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1863,29.0,Sans diplôme,1.4,W1401,21432,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_1532,43.0,Bac,3.2,N1303,40311,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1692,32.0,Bac,1.6,A1401,06047,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0115,40.0,Bac,2.2,K1304,77145,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1447,62.0,Bac,1.1,H1206,55155,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_2346,50.0,Bac,4.1,D1406,69075,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1993,31.0,Bac+5,0.3,C1501,80572,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0205,49.0,Bac+2,4.9,D1210,01058,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0329,47.0,Bac,0.7,C1201,83011,1.0,0,,0
ID_0430,18.0,Bac+2,3.4,K1304,21058,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0973,30.0,Bac+2,1.9,K2106,52546,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0894,,Bac+2,2.6,K2111,68318,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0952,50.0,Bac,1.1,A1401,38426,1.0,0,,1
ID_0611,24.0,Sans diplôme,6.6,M1602,09292,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2065,50.0,Bac+2,0.9,K1601,67165,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2295,39.0,Bac+2,0.9,A1202,51595,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_1349,56.0,Sans diplôme,3.4,K1601,78383,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_2268,63.0,Bac+5,5.6,K2111,19024,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1397,36.0,Bac,1.0,M1802,77152,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_1231,52.0,Bac+5,1.1,J1301,46155,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_2217,36.0,Bac+2,0.2,M1203,14266,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0320,45.0,Sans diplôme,0.4,C1302,63404,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_0342,38.0,Bac+2,2.6,H1206,68044,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0527,27.0,Bac+2,5.3,M1806,50471,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",2
ID_1956,57.0,Bac+5,0.3,G1601,80372,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_1795,28.0,Bac,0.5,H1206,31309,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1614,59.0,Bac+2,0.0,N1303,38020,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1119,,Bac+2,1.4,C1201,19120,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0575,62.0,Bac,1.5,K1403,44068,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_1842,49.0,Bac+5,1.6,K1304,81064,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_2325,20.0,Bac+2,6.4,M1705,58231,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_2107,61.0,,10.4,K1403,19166,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_1507,32.0,Sans diplôme,1.4,G1801,16364,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_0620,56.0,Bac,2.7,A1401,09103,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_2455,19.0,Bac+5,1.1,A1301,10259,1.0,1,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0369,46.0,Bac+2,6.3,N4101,24510,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_1324,,Bac,5.2,H1504,42163,0.0,1,,1
ID_1924,50.0,Bac+2,0.2,K1903,42205,1.0,0,,1
ID_2382,52.0,Bac,1.6,K1601,65351,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,2
ID_1624,59.0,Bac,3.0,K2111,76537,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0224,28.0,Bac,0.7,G1302,61225,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1845,25.0,Bac,2.5,N1303,47060,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_1475,30.0,Sans diplôme,0.5,D1503,51596,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0261,29.0,Bac,8.5,H2502,14550,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_2209,25.0,Bac,1.6,A1203,41178,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0921,26.0,Bac,4.4,G1601,71106,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_0100,25.0,Bac+5,5.2,J1506,61362,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_1230,51.0,Bac+2,4.4,M1801,58208,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_1068,48.0,Bac,1.0,D1503,79132,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0451,22.0,Bac,12.2,A1203,45174,1.0,1,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_1839,26.0,Bac+2,0.7,M1805,09116,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0782,41.0,Bac+2,1.1,D1502,61037,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_2355,62.0,Sans diplôme,4.9,K2111,36060,1.0,1,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_2394,32.0,Sans diplôme,2.0,K2106,52257,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0213,23.0,Bac,2.2,M1801,21652,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_2098,24.0,Bac+5,1.0,C1110,57606,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0961,53.0,Bac,0.6,H1206,51613,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2162,44.0,Sans diplôme,0.1,K1903,57126,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1545,34.0,Bac,7.4,C1302,33210,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_2257,56.0,Bac,4.9,N4101,10103,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0544,42.0,Bac,0.2,N1301,14360,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0235,43.0,Bac,2.5,M1801,16284,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0742,62.0,Bac,11.1,A1203,43258,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0348,42.0,Bac,4.1,D1406,87034,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0858,41.0,Sans diplôme,1.4,C1501,88461,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0499,,Bac+5,0.1,H1206,81273,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1179,18.0,Bac+5,0.8,G1602,10409,1.0,1,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0252,48.0,Bac,2.7,I1304,43110,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_1486,61.0,Bac,3.4,W1401,55338,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0920,41.0,Bac+2,0.7,K1403,86249,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0090,42.0,Bac+5,1.4,G1601,79313,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0689,37.0,Bac,2.5,M1203,02355,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_1086,60.0,Bac,10.2,M1203,67292,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",2
ID_2273,53.0,Bac,0.7,N4301,77085,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2216,41.0,Sans diplôme,5.0,G1302,53211,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0033,32.0,Bac+5,4.0,M1501,76493,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_1509,21.0,Bac,1.7,K2111,21552,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1877,35.0,Bac,4.6,J1506,57263,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1862,,Bac,11.3,C1201,58250,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0428,29.0,Bac,0.1,N1101,24243,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
